Longitude,Latitude,ID,Value,XCOORD,YCOORD
-95.04968621011119,42.50865626064256,433,53,-95.049686,42.508656
-93.920295411530176,42.275541792335453,434,52,-93.920295,42.275542
-92.360895107977939,42.90864146858852,435,49,-92.360895,42.908641
-90.771814750078164,41.686795936212704,436,49,-90.771815,41.686796
-94.684190130245696,41.340914782627586,437,53,-94.684190,41.340915
-95.666391910275536,42.359288090040657,438,53,-95.666392,42.359288
-95.307984879050835,40.637389310541494,439,55,-95.307985,40.637389
-92.936240621546702,40.712436273940895,440,52,-92.936241,40.712436
-95.847041745912193,43.385445421256172,441,52,-95.847042,43.385445
-91.247868153457119,43.190024792933507,442,48,-91.247868,43.190025
-93.308352001076173,42.263800701034825,443,51,-93.308352,42.263801
-93.625625332297957,43.442849379976145,444,50,-93.625625,43.442849
-93.325921529197387,40.832041954016113,445,52,-93.325922,40.832042
-93.46627655027838,41.201118778148242,446,52,-93.466277,41.201119
-94.590961121397299,42.815942726705131,447,52,-94.590961,42.815943
-94.782063380395414,43.451282246210937,448,51,-94.782063,43.451282
-93.220959914742693,42.071654182577873,449,51,-93.220960,42.071654
-95.373182226608861,42.512930334835147,450,53,-95.373182,42.512930
-91.471952549220276,42.326812985656296,451,49,-91.471953,42.326813
-92.629432764987683,41.706157011411804,452,51,-92.629433,41.706157
-94.883347422798678,41.774102931974149,453,53,-94.883347,41.774103
-92.105101273748645,42.680311698123965,454,49,-92.105101,42.680312
-96.15065046378966,42.526116842180294,455,54,-96.150650,42.526117
-95.39716059267117,43.067287258665843,456,52,-95.397161,43.067287
-94.967453082079857,41.252765196081427,457,54,-94.967453,41.252765
-93.166732056210734,43.465075271477573,458,50,-93.166732,43.465075
-96.129456945579307,43.001441844269323,459,53,-96.129457,43.001442
-90.848781803638857,42.157196167875504,460,49,-90.848782,42.157196
-96.450740729991921,43.332058178416787,461,53,-96.450741,43.332058
-94.611968777163767,43.190197345896237,462,51,-94.611969,43.190197
-95.8069953375891,41.377057180847039,463,54,-95.806995,41.377057
-92.614855669406424,43.294247432414643,464,49,-92.614856,43.294247
-91.206484612858702,41.245224897477776,465,50,-91.206485,41.245225
-93.019654813763395,42.916216893927974,466,50,-93.019655,42.916217
-94.223451682364157,42.021582364189783,467,52,-94.223452,42.021582
-91.509149052199348,42.174234201281017,468,49,-91.509149,42.174234
-94.427858188390999,42.058622578802144,469,52,-94.427858,42.058623
-92.063757997794099,43.131292506376809,470,49,-92.063758,43.131293
-95.327884813435858,43.095764794346735,471,52,-95.327885,43.095765
-96.086972907085666,43.08908341756954,472,53,-96.086973,43.089083
-91.416343136191259,42.526896819175803,473,49,-91.416343,42.526897
-90.452022990224762,41.740414336143182,474,49,-90.452023,41.740414
-90.484066197679851,41.601078603003373,475,49,-90.484066,41.601079
-93.386047720081592,40.909440310247781,476,52,-93.386048,40.909440
-94.23576731438709,41.23175242428735,477,53,-94.235767,41.231752
-94.404939008622293,42.767162251747763,478,52,-94.404939,42.767162
-95.763871978605337,42.139511981480567,479,54,-95.763872,42.139512
-95.470845843958386,43.371891638898362,480,52,-95.470846,43.371892
-95.286095495915589,43.131674571194665,481,52,-95.286095,43.131675
-92.549421874903402,42.364632325614977,482,50,-92.549422,42.364632
-91.879316847141595,43.374724626454288,483,49,-91.879317,43.374725
-95.037226983936449,41.565209452230583,484,53,-95.037227,41.565209
-90.689397325027059,42.246086610600514,485,48,-90.689397,42.246087
-95.182497754235598,42.71187942826564,486,52,-95.182498,42.711879
-92.320231121279804,42.098431795195154,487,50,-92.320231,42.098432
-94.883047056333908,41.846907743311718,488,53,-94.883047,41.846908
-92.752996704559393,43.086808455713424,489,50,-92.752997,43.086808
-94.397275169066972,41.683415695178262,490,53,-94.397275,41.683416
-94.882094098822321,42.881666249960567,491,52,-94.882094,42.881666
-95.631933368122475,42.648804729231905,492,53,-95.631933,42.648805
-91.706280037769574,40.679874475454262,493,51,-91.706280,40.679874
-93.310996761295854,41.929392278454493,494,51,-93.310997,41.929392
-94.96580745097765,42.085124936040039,495,53,-94.965807,42.085125
-95.249090948558234,42.899792202395162,496,52,-95.249091,42.899792
-95.721657136550206,40.949063108240559,497,55,-95.721657,40.949063
-92.998189117915132,42.475033867624219,498,51,-92.998189,42.475034
