Longitude,Latitude,ID,Value,XCOORD,YCOORD
-92.80737752275526,43.104699236784889,140,50,-92.807378,43.104699
-94.522617340899771,41.744307999471538,141,53,-94.522617,41.744308
-94.785641550189823,41.851876191620704,142,53,-94.785642,41.851876
-93.241362695530569,41.578942035304067,143,52,-93.241363,41.578942
-91.516084427438813,41.77715438049308,144,50,-91.516084,41.777154
-96.13241486622546,42.565079884233668,145,54,-96.132415,42.565080
-91.428556512983818,42.467112501448653,146,49,-91.428557,42.467113
-92.259674618715934,41.43121002646464,147,51,-92.259675,41.431210
-91.457211124925834,40.794460317407655,148,51,-91.457211,40.794460
-91.633113274741504,41.536395139616864,149,50,-91.633113,41.536395
-95.263232429036364,42.443107484904573,150,53,-95.263232,42.443107
-93.453184182565295,41.840872812730105,151,52,-93.453184,41.840873
-90.883145564982783,41.59621828238906,152,49,-90.883146,41.596218
-92.700588799964891,42.978870726885411,153,50,-92.700589,42.978871
-92.467563975126311,41.66599946321012,154,51,-92.467564,41.665999
-94.969101146498318,41.29978851947191,155,54,-94.969101,41.299789
-90.350599772350037,41.59548290416194,156,49,-90.350600,41.595483
-95.555154626623462,42.233578214017911,157,53,-95.555155,42.233578
-93.550050741067068,42.868596545417603,158,51,-93.550051,42.868597
-90.978385038445893,42.185775689011507,159,49,-90.978385,42.185776
-93.834439888386342,41.07246239882646,160,53,-93.834440,41.072462
-94.556113814740826,40.663699548305949,161,54,-94.556114,40.663700
-95.753669667415537,42.463389427914116,162,53,-95.753670,42.463389
-92.320257210671713,43.356620214197889,163,49,-92.320257,43.356620
-93.354398885935709,43.371317167566062,164,50,-93.354399,43.371317
-91.024949867150823,42.185447061300401,165,49,-91.024950,42.185447
-93.873829397999401,43.113458454075761,166,51,-93.873829,43.113458
-91.744721575448438,40.831424485155452,167,51,-91.744722,40.831424
-93.469000114928932,43.302622048395612,168,50,-93.469000,43.302622
-91.147310766271403,41.244371727353915,169,50,-91.147311,41.244372
-92.707753410026328,42.117820666293987,170,51,-92.707753,42.117821
-92.761949636492503,41.373078298339543,171,51,-92.761950,41.373078
-95.67333703365945,41.206509727494939,172,54,-95.673337,41.206510
-95.770168963332935,41.308312585646185,173,54,-95.770169,41.308313
-94.043395228715141,40.832215346562592,174,53,-94.043395,40.832215
-91.898721909748403,43.294971118089158,175,49,-91.898722,43.294971
-94.591463211779953,43.226701675129021,176,51,-94.591463,43.226702
-93.612399540235572,43.182225898609722,177,50,-93.612400,43.182226
-94.838590320803334,42.004003534727268,178,53,-94.838590,42.004004
-95.595266064027683,42.430147279610004,179,53,-95.595266,42.430147
-96.294839633725289,43.436710761374201,180,53,-96.294840,43.436711
-91.421337653868804,41.124220452984233,181,50,-91.421338,41.124220
-93.616076758649811,43.154994724080048,182,50,-93.616077,43.154995
-91.186270704794651,43.167078524131945,183,48,-91.186271,43.167079
-93.625968383493401,42.490345169728883,184,51,-93.625968,42.490345
-92.707726668623522,42.127451698312001,185,51,-92.707727,42.127452
-91.346297606648008,41.793638424078864,186,50,-91.346298,41.793638
-92.698694859489748,41.238359468529687,187,51,-92.698695,41.238359
-94.825870543290833,41.575450737595951,188,53,-94.825871,41.575451
-92.831943623650346,42.814202277063686,189,50,-92.831944,42.814202
-91.645759963697614,43.182122019183581,190,48,-91.645760,43.182122
-95.659703848351484,41.124997994558036,191,55,-95.659704,41.124998
-94.981573929950386,42.491567877681405,192,52,-94.981574,42.491568
-95.630741942169806,40.980086222909172,193,55,-95.630742,40.980086
-91.838818925015346,40.812280823222238,194,51,-91.838819,40.812281
-93.110938705672766,41.899194477217279,195,51,-93.110939,41.899194
-92.347257363284228,42.309929235246763,196,50,-92.347257,42.309929
-94.252475757994802,43.258083491503136,197,51,-94.252476,43.258083
-96.313618382836523,43.180112747712187,198,53,-96.313618,43.180113
-94.334878016807934,41.909847806887576,199,52,-94.334878,41.909848
-95.215037194703598,41.283013853891681,200,54,-95.215037,41.283014
-93.512610051465145,42.243308071195727,201,51,-93.512610,42.243308
-94.111850020009086,42.081636885811648,202,52,-94.111850,42.081637
-95.71442762613421,42.210946727468112,203,54,-95.714428,42.210947
-91.692151429948112,43.470024032433471,204,48,-91.692151,43.470024
-92.552180292143063,41.806780878373431,205,51,-92.552180,41.806781
-94.796322223410684,40.831875627762017,206,54,-94.796322,40.831876
-94.934263669439375,42.903818905117596,207,52,-94.934264,42.903819
-93.053199395248242,41.072538822646287,208,52,-93.053199,41.072539
-95.349325147304029,42.079593316538492,209,53,-95.349325,42.079593
-95.086054530498885,41.905823893735999,210,53,-95.086055,41.905824
-95.648319821158893,42.563055175707873,211,53,-95.648320,42.563055
-92.601811415737075,40.611455852830026,212,52,-92.601811,40.611456
-95.797251698590841,41.777876963383861,213,54,-95.797252,41.777877
-94.724506763992565,41.792195252533951,214,53,-94.724507,41.792195
-91.236046674708433,41.795859065470147,215,49,-91.236047,41.795859
-95.631561643968496,42.478134834646085,216,53,-95.631562,42.478135
-95.237965424450621,40.72331885639619,217,55,-95.237965,40.723319
-93.879032587027496,40.593220632633852,218,53,-93.879033,40.593221
-94.223804009026225,41.579589892129242,219,53,-94.223804,41.579590
-92.248575449942436,41.053446122329014,220,51,-92.248575,41.053446
-95.400858711974521,41.471046796364867,221,54,-95.400859,41.471047
-90.61881485875351,41.976866661196802,222,49,-90.618815,41.976867
-92.422291084627773,40.603158249170917,223,52,-92.422291,40.603158
-91.869881289354666,42.439693149381995,224,49,-91.869881,42.439693
-93.930422678141156,42.134592837525283,225,52,-93.930423,42.134593
-94.386076731691048,43.00813484994125,226,51,-94.386077,43.008135
-93.866373853582488,42.025818027318131,227,52,-93.866374,42.025818
-93.695186520233548,40.613854383722014,228,53,-93.695187,40.613854
-93.097209152892745,42.473520566465673,229,51,-93.097209,42.473521
-94.709271714153275,41.24021737672382,230,53,-94.709272,41.240217
-92.024956541909305,41.160101173404072,231,51,-92.024957,41.160101
-92.064031268095832,41.481054505292136,232,51,-92.064031,41.481055
-94.602282929193649,41.62575953528868,233,53,-94.602283,41.625760
-94.888250356201411,42.973293804753283,234,52,-94.888250,42.973294
-92.233705677665,40.871499749086723,235,51,-92.233706,40.871500
-92.537418512734405,43.211965342330799,236,49,-92.537419,43.211965
-92.801672960884673,40.792683492473685,237,52,-92.801673,40.792683
-91.887400052946887,43.357262172699578,238,49,-91.887400,43.357262
-96.186718131800973,42.71805085618351,239,53,-96.186718,42.718051
-92.114282566966466,43.029783427464849,240,49,-92.114283,43.029783
-93.267512182749599,41.088544007565233,241,52,-93.267512,41.088544
-92.09009186846788,41.949085388111605,242,50,-92.090092,41.949085
-91.712151511927217,43.101510743464416,243,49,-91.712152,43.101511
-93.807849153985401,42.520821243450257,244,51,-93.807849,42.520821
-96.460579265090459,43.030215590912576,245,53,-96.460579,43.030216
-93.975634935206827,43.169269474624869,246,51,-93.975635,43.169269
-94.947821490212917,42.959303643907724,247,52,-94.947821,42.959304
-94.36900309073323,42.56406834338479,248,52,-94.369003,42.564068
-90.987874595390082,41.652378030246027,249,49,-90.987875,41.652378
-91.604144367477531,43.195665007812892,250,48,-91.604144,43.195665
-91.237668006289653,41.000109897507471,251,50,-91.237668,41.000110
-92.531985721597337,42.071872443780961,252,50,-92.531986,42.071872
-92.657363335950777,41.608814249401256,253,51,-92.657363,41.608814
-95.807755006936503,41.575670959985551,254,54,-95.807755,41.575671
-92.071425879056846,40.870316589503823,255,51,-92.071426,40.870317
-93.209340502647478,40.936205757831253,256,52,-93.209341,40.936206
-96.376389110631422,43.286548028687704,257,53,-96.376389,43.286548
-96.328396819940778,42.67862577573117,258,54,-96.328397,42.678626
-93.227662699937326,41.560454694120025,259,52,-93.227663,41.560455
-96.43542833008172,42.709344823594591,260,54,-96.435428,42.709345
-93.822316803729123,40.899427061872991,261,53,-93.822317,40.899427
-92.524617159678414,40.807644581019218,262,52,-92.524617,40.807645
-94.962968369727193,41.987885143113125,263,53,-94.962968,41.987885
-95.773756090736768,43.156494278751275,264,53,-95.773756,43.156494
-95.492726317019802,41.974311185633759,265,54,-95.492726,41.974311
-94.213107027885115,42.36835436885967,266,52,-94.213107,42.368354
-90.861573040244394,41.620071301997548,267,49,-90.861573,41.620071
-91.848143626141194,42.776203888424817,268,49,-91.848144,42.776204
-93.209516465504009,41.279358243685486,269,52,-93.209516,41.279358
-90.901557013763593,42.369200026130748,270,49,-90.901557,42.369200
-91.506040754059867,42.949886599792364,271,49,-91.506041,42.949887
-93.438114247153564,42.738664367968823,272,51,-93.438114,42.738664
-93.722850393238488,42.826239258463183,273,51,-93.722850,42.826239
-92.341063529552713,41.199701663152943,274,51,-92.341064,41.199702
-91.175755690935546,40.732223681149691,275,50,-91.175756,40.732224
-95.910479195491931,43.201683909543021,276,53,-95.910479,43.201684
-93.514819170832382,40.748858663258446,277,53,-93.514819,40.748859
-95.388425377202566,41.355719058916016,278,54,-95.388425,41.355719
-90.894007321687297,41.727330950154197,279,49,-90.894007,41.727331
-91.326104630231612,42.970661761830144,280,48,-91.326105,42.970662
-95.794319758628788,42.021218866737641,281,54,-95.794320,42.021219
-91.986629790976878,43.40871641171109,282,49,-91.986630,43.408716
-94.609039181848772,41.122180305709833,283,53,-94.609039,41.122180
-96.446061894444,42.521946388378552,284,54,-96.446062,42.521946
-92.565323950469278,40.70473347094449,285,52,-92.565324,40.704733
-96.305687834925152,42.740571187536112,286,54,-96.305688,42.740571
-95.239761264932469,41.753963251180359,287,53,-95.239761,41.753963
-92.933854741809114,42.164898030193761,288,51,-92.933855,42.164898
-92.207088357873616,41.558523990827148,289,51,-92.207088,41.558524
-95.572815191973277,41.294641992356446,290,54,-95.572815,41.294642
-95.601716530294013,42.979394548498696,291,53,-95.601717,42.979395
-94.677624938614258,43.040117163649583,292,52,-94.677625,43.040117
-92.024659521450261,41.771467104362593,293,50,-92.024660,41.771467
-92.786196799966874,41.084031004642455,294,52,-92.786197,41.084031
-95.381459352734694,41.689264631334886,295,54,-95.381459,41.689265
-95.055341534290477,42.915310237740961,296,52,-95.055342,42.915310
-93.53325461773278,41.438765904429765,297,52,-93.533255,41.438766
-93.108395544967735,41.971721095844075,298,51,-93.108396,41.971721
-94.682599783100741,43.495978722418769,299,51,-94.682600,43.495979
-93.179711925634876,40.887398995609288,300,52,-93.179712,40.887399
-91.149778618753331,42.207350078409483,301,49,-91.149779,42.207350
-95.585113172005961,41.711835227474054,302,54,-95.585113,41.711835
-92.766800596361776,41.384230969787382,303,51,-92.766801,41.384231
-95.29487457967403,42.828889409446951,304,52,-95.294875,42.828889
-94.814283758282016,42.426613984889862,305,52,-94.814284,42.426614
-91.410154764522829,40.851113319460936,306,51,-91.410155,40.851113
-94.903693556527088,41.082372250120642,307,54,-94.903694,41.082372
-93.825460352382208,41.196102954373416,308,53,-93.825460,41.196103
-95.005979811409915,42.25613142483008,309,53,-95.005980,42.256131
-94.3192315440605,42.160666681267102,310,52,-94.319232,42.160667
-93.241646452780046,41.715362723353849,311,52,-93.241646,41.715363
-92.451681909234367,40.878439839511309,312,52,-92.451682,40.878440
-95.0964078769357,42.381055284555849,313,53,-95.096408,42.381055
-91.260454273157805,40.976819970412379,314,50,-91.260454,40.976820
-95.213760869260582,42.921886102962475,315,52,-95.213761,42.921886
-92.356543892997081,42.864598114951029,316,49,-92.356544,42.864598
-91.081710868885366,42.755815620304396,317,48,-91.081711,42.755816
-95.030820827829402,40.579300821550724,318,54,-95.030821,40.579301
-91.145078863382622,42.703591937165619,319,48,-91.145079,42.703592
-93.330732884410281,42.378422951528322,320,51,-93.330733,42.378423
-91.946638654730023,42.690004361737458,321,49,-91.946639,42.690004
-91.00788470679673,42.207481203710508,322,49,-91.007885,42.207481
-93.337514548283025,41.952420392337849,323,51,-93.337515,41.952420
-94.917234618123047,43.04495641110173,324,52,-94.917235,43.044956
-91.469698586653024,42.944227000802918,325,49,-91.469699,42.944227
-93.943383721659089,43.100321174904167,326,51,-93.943384,43.100321
-95.176003121433709,43.100964057338608,327,52,-95.176003,43.100964
-93.762604801050841,41.00407485488757,328,53,-93.762605,41.004075
-93.257557603780555,41.327733223455184,329,52,-93.257558,41.327733
-94.336461818343338,41.512903331872153,330,53,-94.336462,41.512903
-95.059092636429241,41.69864605148971,331,53,-95.059093,41.698646
-96.512778057254451,43.410554591349374,332,53,-96.512778,43.410555
-92.068742452579514,43.487367734859752,333,49,-92.068742,43.487368
-92.142417651060555,41.930530779096117,334,50,-92.142418,41.930531
-93.30829642967214,43.105101071962004,335,50,-93.308296,43.105101
-91.394090566636081,41.993576140387347,336,49,-91.394091,41.993576
-91.613156688735017,42.891632615670503,337,49,-91.613157,42.891633
-93.307414239873154,41.838128643074484,338,51,-93.307414,41.838129
-96.519650252699009,42.635928526607323,339,54,-96.519650,42.635929
-95.393315188169609,41.88035977555424,340,54,-95.393315,41.880360
-92.481367328617935,42.421634505077655,341,50,-92.481367,42.421635
-93.207393364208372,41.707948529364529,342,51,-93.207393,41.707949
-95.253170349661403,41.929166470236432,343,53,-95.253170,41.929166
-95.609423489487682,41.027218307313881,344,55,-95.609423,41.027218
-95.457540391248713,41.694463929356694,345,54,-95.457540,41.694464
-95.225220921417133,41.708922046777047,346,54,-95.225221,41.708922
-92.529332389995801,43.161613920315176,347,49,-92.529332,43.161614
-95.359115056665203,41.235942543273623,348,54,-95.359115,41.235943
-92.357642296876818,42.402800281653782,349,50,-92.357642,42.402800
-95.941634482762936,42.732968224381167,350,53,-95.941634,42.732968
-91.445095135074993,40.700054163344738,351,51,-91.445095,40.700054
-94.284850933550416,41.952752801351281,352,52,-94.284851,41.952753
-95.442486561633913,43.363325395262464,353,52,-95.442487,43.363325
-96.027626356102573,43.429185543887847,354,53,-96.027626,43.429186
-94.894377180007041,42.653483966859412,355,52,-94.894377,42.653484
-92.484579849781085,43.414077374342334,356,49,-92.484580,43.414077
-91.385454711443245,42.075103900336302,357,49,-91.385455,42.075104
-92.845350902781945,41.63241115099536,358,51,-92.845351,41.632411
-90.335821267455813,41.8833321874082,359,48,-90.335821,41.883332
-90.979403548352963,42.174455138559402,360,49,-90.979404,42.174455
-91.023087420097866,42.332689667339935,361,49,-91.023087,42.332690
-94.862650221500871,42.870163401954684,362,52,-94.862650,42.870163
-90.643736246974996,42.017954041121961,363,49,-90.643736,42.017954
-92.510505175293702,43.426179570055929,364,49,-92.510505,43.426180
-94.921927726019277,42.367396569054193,365,53,-94.921928,42.367397
-90.584929356965304,41.798893569059992,366,49,-90.584929,41.798894
-93.470044313506392,42.167077383340576,367,51,-93.470044,42.167077
-93.082831520399623,41.263088770222183,368,52,-93.082832,41.263089
-93.065346930421725,40.990294684234932,369,52,-93.065347,40.990295
-93.967527748242361,42.54834097157422,370,51,-93.967528,42.548341
-93.69821294119599,42.143319538785498,371,52,-93.698213,42.143320
-93.143656798984452,42.389550077975443,372,51,-93.143657,42.389550
-92.26670031894281,41.49399402490581,373,51,-92.266700,41.493994
-93.62560893277815,41.441200623266255,374,52,-93.625609,41.441201
-94.489068411675703,40.931313700551939,375,54,-94.489068,40.931314
-95.364244232665044,40.935963304325497,376,54,-95.364244,40.935963
-96.289138283096335,43.252601093475803,377,53,-96.289138,43.252601
-94.833735474563113,42.08848979663663,378,53,-94.833735,42.088490
-95.673214561780668,43.498828989228002,379,52,-95.673215,43.498829
-94.821500408295734,42.246866635912482,380,53,-94.821500,42.246867
-96.399676388857955,43.081889718894899,381,53,-96.399676,43.081890
-93.849258686886486,43.015956387642348,382,51,-93.849259,43.015956
-90.311098188778701,41.844495813160023,383,48,-90.311098,41.844496
-93.077784109181323,42.756274395667312,384,50,-93.077784,42.756274
-92.132179346142607,41.82488805039177,385,50,-92.132179,41.824888
-94.446047462968366,40.599221441643586,386,54,-94.446047,40.599221
-92.49301201960597,42.783201069365695,387,50,-92.493012,42.783201
-95.560778726267856,42.052818293950672,388,54,-95.560779,42.052818
-92.173866413875558,43.379297158687422,389,49,-92.173866,43.379297
-95.737712719948263,41.972910411121667,390,54,-95.737713,41.972910
-95.689008907388938,41.37189175035622,391,54,-95.689009,41.371892
-92.563784909923115,41.018868694858796,392,52,-92.563785,41.018869
-92.616316774871393,41.903392848200646,393,51,-92.616317,41.903393
-91.799672675432461,43.176961292696618,394,49,-91.799673,43.176961
-93.593650051123689,42.227183578141592,395,51,-93.593650,42.227184
-92.732254855193986,42.368686540921715,396,50,-92.732255,42.368687
-90.4591758494375,41.613975762597669,397,49,-90.459176,41.613976
-92.746762417289261,42.421466713678221,398,50,-92.746762,42.421467
-96.192252151704608,43.379180116819533,399,53,-96.192252,43.379180
-93.609744222887983,41.784963546804107,400,52,-93.609744,41.784964
-95.686775617130849,42.672078160523839,401,53,-95.686776,42.672078
-90.969039012856101,42.149637647970266,402,49,-90.969039,42.149638
-93.388192032964895,42.645666820022136,403,51,-93.388192,42.645667
-95.312698171976237,41.304288230913706,404,54,-95.312698,41.304288
-95.188175237878582,40.855402273132221,405,54,-95.188175,40.855402
-92.960318363574842,41.829609069847614,406,51,-92.960318,41.829609
-91.628884246359519,42.161366043542458,407,49,-91.628884,42.161366
-95.250703272859809,41.025570116761202,408,54,-95.250703,41.025570
-93.281412083078706,43.385578902251289,409,50,-93.281412,43.385579
-95.878103445262482,41.827183874104556,410,54,-95.878103,41.827184
-93.109321872304506,41.840105023855735,411,51,-93.109322,41.840105
-95.526844120150372,41.576357283617369,412,54,-95.526844,41.576357
-93.068937675695409,43.401034915079123,413,50,-93.068938,43.401035
-91.765952464552583,42.92421437389342,414,49,-91.765952,42.924214
-96.229690430730017,43.279482260484016,415,53,-96.229690,43.279482
-93.451405678661487,41.386665925585518,416,52,-93.451406,41.386666
-91.174579323956138,43.009304710879171,417,48,-91.174579,43.009305
-92.18222873518684,42.232619115361651,418,50,-92.182229,42.232619
-92.783071969845196,42.23765793487982,419,51,-92.783072,42.237658
-91.472151855793754,41.64904212026719,420,50,-91.472152,41.649042
-94.775692551834751,40.986764150141063,421,54,-94.775693,40.986764
-91.001432926393008,40.919467243376353,422,50,-91.001433,40.919467
-94.734991174531061,41.479814882019227,423,53,-94.734991,41.479815
-92.2383979450494,41.176514681819604,424,51,-92.238398,41.176515
-93.594135737235959,41.791503379693367,425,52,-93.594136,41.791503
-94.972091749173671,43.486435122276198,426,51,-94.972092,43.486435
-95.78138801542913,42.085510634492962,427,54,-95.781388,42.085511
-92.674389403882515,42.321317482880559,428,50,-92.674389,42.321317
-92.843184496597459,40.832368777567062,429,52,-92.843184,40.832369
-94.578974609952368,41.932019580373257,430,53,-94.578975,41.932020
-91.731599299982904,41.884537187364913,431,50,-91.731599,41.884537
-90.796710202405976,42.534438990633902,432,48,-90.796710,42.534439
